Names,inchikey,smiles
trimethylamine N-oxide,UYPYRKYUKCHHIB-UHFFFAOYSA-N,C[N+](C)(C)[O-]
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),WTJKGGKOPKCXLL-MRCUWXFGSA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",TXFLWJQVQCDUDZ-BRUGZULGSA-N,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O
cholate,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
3-hydroxysebacate,OQYZCCKCJQWHIE-UHFFFAOYSA-N,C(CCCC(=O)O)CCC(CC(=O)O)O
O-acetylhomoserine,FCXZBWSIAGGPCB-YFKPBYRVSA-N,CC(=O)OCC[C@@H](C(=O)O)N
2-acetamidobutanoate,WZVZUKROCHDMDT-UHFFFAOYSA-N,CCC(C(=O)O)NC(=O)C
malonate,OFOBLEOULBTSOW-UHFFFAOYSA-N,C(C(=O)O)C(=O)O
p-cresol glucuronide*,JPAUCQAJHLSMQW-XPORZQOISA-N,CC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O
taurodeoxycholate,AWDRATDZQPNJFN-VAYUFCLWSA-N,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
phenylacetylglutamate,PTSRBZOZSRJCKX-JTQLQIEISA-N,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)O)C(=O)O
1-methylhistamine,FHQDWPCFSJMNCT-UHFFFAOYSA-N,CN1C=C(N=C1)CCN
2'-deoxyguanosine,YKBGVTZYEHREMT-KVQBGUIXSA-N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O
protoporphyrin IX,ZCFFYALKHPIRKJ-UHFFFAOYSA-N,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
orotate,PXQPEWDEAKTCGB-UHFFFAOYSA-N,C1=C(NC(=O)NC1=O)C(=O)O
linoleoylcarnitine (C18:2)*,MJLXQSQYKZWZCB-DQFWFXSYSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
tetradecanedioate (C14),HQHCYKULIHKCEB-UHFFFAOYSA-N,C(CCCCCCC(=O)O)CCCCCC(=O)O
valerylphenylalanine,YXQLJEQFZUMUPB-LBPRGKRZSA-N,CCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O
pantothenate (Vitamin B5),GHOKWGTUZJEAQD-ZETCQYMHSA-N,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O
hexadecadienoate (16:2n6),WPJGPAAPSBVXNU-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCC(=O)O
2-hydroxyhippurate (salicylurate),ONJSZLXSECQROL-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O
2-oxoarginine*,ARBHXJXXVVHMET-UHFFFAOYSA-N,C(CC(=O)C(=O)O)CN=C(N)N
N-stearoyl-sphinganine (d18:0/18:0)*,KZTJQXAANJHSCE-OIDHKYIRSA-N,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O
tramadol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
acesulfame,YGCFIWIQZPHFLU-UHFFFAOYSA-N,CC1=CC(=O)NS(=O)(=O)O1
1-palmitoyl-2-stearoyl-GPC (16:0/18:0),PZNPLUBHRSSFHT-RRHRGVEJSA-N,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
"3,4-dihydroxybenzoate",YQUVCSBJEUQKSH-UHFFFAOYSA-N,C1=CC(=C(C=C1C(=O)O)O)O
N-linoleoylglycine,YCRHZEHWEYAHCO-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCC(=O)O
succinylcarnitine (C4-DC),HAEVNYBCYZZDFL-UHFFFAOYSA-N,C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCC(=O)O
"1,6-anhydroglucose",TWNIBLMWSKIRAT-VFUOTHLCSA-N,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O
pyridoxamine,NHZMQXZHNVQTQA-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CN)CO
"5alpha-androstan-3beta,17beta-diol disulfate",CBMYJHIOYJEBSB-YSZCXEEOSA-N,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)O
hexadecasphinganine (d16:0)*,ZKLREJQHRKUJHD-JKSUJKDBSA-N,CCCCCCCCCCCCC[C@H]([C@H](CO)N)O
"N2,N2-dimethylguanosine",RSPURTUNRHNVGF-IOSLPCCCSA-N,CN(C)C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
3beta-hydroxy-5-cholestenoate,WVXOMPRLWLXFAP-AMQKJUDNSA-N,C[C@H](CCCC(C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
anthranilate,RWZYAGGXGHYGMB-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)N
myristoleoylcarnitine (C14:1)*,ABVVZYXTZLEOHP-OLHLWXQYSA-N,CCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
dimethyl sulfone,HHVIBTZHLRERCL-UHFFFAOYSA-N,CS(=O)(=O)C
4-guanidinobutanoate,TUHVEAJXIMEOSA-UHFFFAOYSA-N,C(CC(=O)O)CN=C(N)N
fructosyllysine,BFSYFTQDGRDJNV-QCNRFFRDSA-N,C(CCNCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)C[C@H](C(=O)O)N
N-palmitoyl-phytosphingosine (t18:0/16:0),IVBULNXGVIHEKN-MVIDNBQJSA-N,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O
pterin,HNXQXTQTPAJEJL-UHFFFAOYSA-N,C1=CN=C2C(=N1)C(=O)N=C(N2)N
hexanoyltaurine,ADFXUGRCALOSKU-UHFFFAOYSA-N,CCCCCC(=O)NCCS(=O)(=O)O
25-hydroxycholesterol sulfate,PIUZYOCNZPYXOA-UHFFFAOYSA-N,CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C
8-hydroxyguanine,CLGFIVUFZRGQRP-UHFFFAOYSA-N,C12=C(NC(=NC1=O)N)NC(=O)N2
guanosine,NYHBQMYGNKIUIF-UUOKFMHZSA-N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N
6-oxopiperidine-2-carboxylate,FZXCPFJMYOQZCA-UHFFFAOYSA-N,C1CC(NC(=O)C1)C(=O)O
cysteinylglycine,ZUKPVRWZDMRIEO-VKHMYHEASA-N,C([C@@H](C(=O)NCC(=O)O)N)S
2-hydroxyglutarate,HWXBTNAVRSUOJR-UHFFFAOYSA-N,C(CC(=O)O)C(C(=O)O)O
"5,6-dihydrouridine",ZPTBLXKRQACLCR-XVFCMESISA-N,C1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
1-oleoyl-GPS (18:1),JZWNYZVVZXZRRH-YFKVPUFHSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)O
hypotaurine,VVIUBCNYACGLLV-UHFFFAOYSA-N,C(CS(=O)O)N
hypoxanthine,FDGQSTZJBFJUBT-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)N=CN2
methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@@H](C(=O)O)N
fucosterol,OSELKOCHBMDKEJ-JUGJNGJRSA-N,C/C=C(\CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)/C(C)C
3-fucosyllactose,AUNPEJDACLEKSC-ZAYDSPBTSA-N,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
pseudouridine,PTJWIQPHWPFNBW-GBNDHIKLSA-N,C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
uracil,ISAKRJDGNUQOIC-UHFFFAOYSA-N,C1=CNC(=O)NC1=O
S-allylcysteine,ZFAHNWWNDFHPOH-UHFFFAOYSA-N,C=CCSCC(C(=O)O)N
taurohyocholate*,XSOLDPYUICCHJX-QZEPYOAJSA-N,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
guaiacol sulfate,AQTYXAPIHMXAAV-UHFFFAOYSA-N,COC1=CC=CC=C1OS(=O)(=O)O
2-hydroxyheptanoate*,RGMMREBHCYXQMA-UHFFFAOYSA-N,CCCCCC(C(=O)O)O
3-hydroxydecanoate,FYSSBMZUBSBFJL-UHFFFAOYSA-N,CCCCCCCC(CC(=O)O)O
N6-methyllysine,PQNASZJZHFPQLE-LURJTMIESA-N,CNCCCC[C@@H](C(=O)O)N
sphingadienine,KWDXKYNWAKMLKK-YQMRQDNGSA-N,CCC/C=C\CCCCCCCC/C=C/C(C(CO)N)O
xanthurenate,FBZONXHGGPHHIY-UHFFFAOYSA-N,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O
quinine,LOUPRKONTZGTKE-WGFDLZGGSA-N,COC1=CC2=C(C=CN=C2C=C1)[C@H](C3CC4CCN3CC4C=C)O
"N6,N6-dimethyllysine",XXEWFEBMSGLYBY-ZETCQYMHSA-N,CN(C)CCCC[C@@H](C(=O)O)N
ascorbic acid 2-sulfate,SKKZOYBAANIUOV-ZAFYKAAXSA-N,C([C@@H]([C@@H]1C(=O)C(=C(O1)O)OS(=O)(=O)O)O)O
N-desmethyl rosuvastatin,DJUKMHIJCDJSIJ-GUFYHEMZSA-N,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)NS(=O)(=O)C
6'-sialyllactose,VMWYCXKMRSTDSP-GIGDJUIZSA-N,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O
citrate,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
nicotinic acid mononucleotide (NaMN),JOUIQRNQJGXQDC-ZYUZMQFOSA-N,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)[O-]
docosadienoate (22:2n6),HVGRZDASOHMCSK-AVQMFFATSA-N,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(=O)O
cryptochlorogenic acid,GYFFKZTYYAFCTR-DUXPYHPUSA-N,C1C(C(C(CC1(C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O
"N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tyrosine",JRXLVUMFJASLDR-PXYYCUNGSA-N,C1=CC(=CC=C1C[C@@H](C(=O)O)NC(=O)/C=C/C2=CC(=C(C=C2)O)O)O
lovastatin hydroxy acid,QLJODMDSTUBWDW-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C
metoprolol acid metabolite*,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)O)O
3-hydroxysuberate,ARJZZFJXSNJKGR-UHFFFAOYSA-N,C(CCC(=O)O)CC(CC(=O)O)O
sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
taurolithocholate,QBYUNVOYXHFVKC-JIOVCDOMSA-N,CC(CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
oleoyl ethanolamide,BOWVQLFMWHZBEF-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
pyridoxine (Vitamin B6),LXNHXLLTXMVWPM-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CO)CO
darunavir,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
ponciretin,HMUJXQRRKBLVOO-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O
ritalinic acid,INGSNVSERUZOAK-UHFFFAOYSA-N,C1CCNC(C1)C(C2=CC=CC=C2)C(=O)O
estriol 3-sulfate,ZORQMBLUMWNJEQ-ZXXIGWHRSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
glutaminylleucine,ARPVSMCNIDAQBO-UHFFFAOYSA-N,CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)N)N
pheophorbide A,OINDWIFDMFYGDX-LDCXZXNSSA-N,CCC1=C(C2=CC3=C(C(=C(N3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=N6)C=C1N2)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)O)C)C)C=C)C
tryptophan,QIVBCDIJIAJPQS-VIFPVBQESA-N,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
synephrine,YRCWQPVGYLYSOX-UHFFFAOYSA-N,CNCC(C1=CC=C(C=C1)O)O
stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
2-hydroxylaurate,YDZIJQXINJLRLL-UHFFFAOYSA-N,CCCCCCCCCCC(C(=O)O)O
histidine betaine (hercynine)*,GPPYTCRVKHULJH-UHFFFAOYSA-N,C[N+](C)(C)C(CC1=CN=CN1)C(=O)[O-]
erythrose,YTBSYETUWUMLBZ-IUYQGCFVSA-N,C([C@H]([C@H](C=O)O)O)O
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,MQGBAQLIFKSMEM-ZHARMHCNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
arachidonoyl ethanolamide,LGEQQWMQCRIYKG-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
heptadecatrienoate (17:3)*,FAFSAZIEJFMBBY-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
"N1,N12-diacetylspermine",NPDTUDWGJMBVEP-UHFFFAOYSA-N,CC(=O)NCCCNCCCCNCCCNC(=O)C
dopamine 3-O-sulfate,NZKRYJGNYPYXJZ-UHFFFAOYSA-N,C1=CC(=C(C=C1CCN)OS(=O)(=O)O)O
glycyrrhetinate,MPDGHEJMBKOTSU-WFJWTYAKSA-N,C[C@]12CC[C@](CC1C3=CC(=O)C4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
digalacturonic acid,IGSYEZFZPOZFNC-MMGXBETBSA-N,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2C(=O)O)O)O)O)C(=O)O)O)O
prolylhydroxyproline,ONPXCLZMBSJLSP-ALKRTJFJSA-N,C1C[C@H](NC1)C(=O)N2CC(C[C@H]2C(=O)O)O
isocaproylglycine,BQIHXZIDVMRVRP-UHFFFAOYSA-N,CC(C)CCC(=O)NCC(=O)O
piperine,MXXWOMGUGJBKIW-YPCIICBESA-N,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3
rosuvastatin,BPRHUIZQVSMCRT-VEUZHWNKSA-N,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
threonylphenylalanine,IQHUITKNHOKGFC-UHFFFAOYSA-N,CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)[O-])[NH3+])O
dihomolinolenate (20:3n3 or 3n6),HOBAELRKJCKHQD-QNEBEIHSSA-N,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
N-acetyl-2-aminooctanoate*,JJGNMSOJTSABGA-UHFFFAOYSA-N,CCCCCCC(C(=O)O)NC(=O)C
gamma-glutamylalanine,WQXXXVRAFAKQJM-WHFBIAKZSA-N,C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N
4-hydroxyphenylpyruvate,KKADPXVIOXHVKN-UHFFFAOYSA-N,C1=CC(=CC=C1CC(=O)C(=O)O)O
saccharopine,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N
3-hydroxycinnamate,KKSDGJDHHZEWEP-SNAWJCMRSA-N,C1=CC(=CC(=C1)O)/C=C/C(=O)O
formiminoglutamate,NRXIKWMTVXPVEF-BYPYZUCNSA-N,C(CC(=O)O)[C@@H](C(=O)O)N=CN
undecanoate (11:0),ZDPHROOEEOARMN-UHFFFAOYSA-N,CCCCCCCCCCC(=O)O
dihydroxyphenylalanine (L-DOPA),WTDRDQBEARUVNC-LURJTMIESA-N,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
N(1)-acetylspermine,GUNURVWAJRRUAV-UHFFFAOYSA-N,CC(=O)NCCCNCCCCNCCCN
ibuprofen,HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
5-(galactosylhydroxy)-L-lysine,OWGKYELXGFKIHH-ODPZDSJBSA-N,C(CC(CN)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H](C(=O)O)N
N-succinyl-phenylalanine,CWAGPBPLOYGROC-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(=O)O
trigonelline (N'-methylnicotinate),WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[N+]1=CC=CC(=C1)C(=O)[O-]
erythritol,UNXHWFMMPAWVPI-ZXZARUISSA-N,C([C@H]([C@H](CO)O)O)O
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),JLPULHDHAOZNQI-ZTIMHPMXSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
linolenate (18:3n3 or 3n6),DTOSIQBPPRVQHS-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
gamma-glutamylglycine,ACIJGUBIMXQCMF-BYPYZUCNSA-N,C(CC(=O)NCC(=O)O)[C@@H](C(=O)O)N
