BIOCHEMICAL,PATHWAY_SORTORDER,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
meglumine,5896,Xenobiotics,Chemical,42638,LC/MS Pos Early,100004440,1838,196.118,4049,6284-40-8,,
methionine,402,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1302,LC/MS Pos Early,415,2526,150.0583,6137,63-68-3,C00073,HMDB00696
methionine sulfone,407,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250,182.0482,69961,820-10-0,,
methionine sulfoxide,408,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.0533,158980,3226-65-1,C02989,HMDB02005
methyl indole-3-acetate,4826,Xenobiotics,Food Component/Plant,1584,LC/MS Pos Early,1104,3380,190.0863,74706,1912-33-0,,HMDB29738
methylmalonate (MMA),1725,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1496,LC/MS Polar,418,3078.4,117.0193,487,516-05-2,C02170,HMDB00202
methylphosphate,4184,Nucleotide,Purine and Pyrimidine Metabolism,37070,LC/MS Pos Early,100001805,544,112.9998,13130,7023-27-0,,HMDB61711
methylsuccinate,379,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15745,LC/MS Polar,2051,2800,131.035,10349,498-21-5,,HMDB01844
methylurea,454,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34378,LC/MS Pos Early,100001401,807,75.0553,11719,598-50-5,C16363,
metoclopramide,5510,Xenobiotics,Drug - Gastrointestinal,57666,LC/MS Pos Early,100015782,3091,300.1473,4168,364-62-5,"C07868,D00726",HMDB15363
metoprolol,5426,Xenobiotics,Drug - Cardiovascular,18037,LC/MS Pos Early,2028,3312,268.1907,4171,56392-17-7,D02358,HMDB01932
metoprolol acid metabolite*,5427,Xenobiotics,Drug - Cardiovascular,34109,LC/MS Pos Early,100001385,2950,268.1543,62936,56392-14-4,,
metronidazole,5301,Xenobiotics,Drug - Antibiotic,57642,LC/MS Neg,100015878,2339,170.0571,4173,73334-05-1,D00409,HMDB15052
mevalonate,3089,Lipid,Mevalonate Metabolism,39583,LC/MS Polar,30,1462,147.0663,439230,96949-03-0,C02104,HMDB00227
mevalonolactone,3090,Lipid,Mevalonate Metabolism,48118,LC/MS Pos Early,100000772,1375,131.0703,10428,674-26-0,,HMDB06024
montelukast,5700,Xenobiotics,Drug - Respiratory,64124,LC/MS Neg,100020892,5368,584.2032,5281040,158966-92-8,"D08229,D00529,C07482",HMDB14614
morphine-3-glucuronide,5233,Xenobiotics,"Drug - Analgesics, Anesthetics",61844,LC/MS Neg,100016052,2495,460.1613,5484731,,C16643,HMDB41936
myo-inositol,2130,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.0616,892,87-89-8,C00137,HMDB00211
myristate (14:0),1458,Lipid,Long Chain Saturated Fatty Acid,1365,LC/MS Neg,519,5440,227.2017,11005,544-63-8,C06424,HMDB00806
myristoleate (14:1n5),1477,Lipid,Long Chain Monounsaturated Fatty Acid,32418,LC/MS Neg,100001198,5346.9,225.186,5281119,544-64-9,C08322,HMDB02000
myristoleoylcarnitine (C14:1)*,1826,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",48182,LC/MS Pos Late,100006051,1316,370.2947,90659872,889848-55-9,,
myristoylcarnitine (C14),1806,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",33952,LC/MS Pos Late,100001270,1350,372.3108,6426854,18822-89-4,,HMDB05066
N(1)-acetylspermine,521,Amino Acid,Polyamine Metabolism,32360,LC/MS Pos Early,1200,3356,245.2336,916,77928-70-2,C02567,HMDB01186
"N,N,N-trimethyl-5-aminovalerate",135,Amino Acid,Lysine Metabolism,57687,LC/MS Pos Early,100015962,2186,160.1332,14274897,,,
"N,N,N-trimethyl-alanylproline betaine (TMAP)",487,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62947,LC/MS Pos Early,100020217,2470,229.1547,,,,
"N,N-dimethyl-5-aminovalerate",134,Amino Acid,Lysine Metabolism,62819,LC/MS Pos Early,100020842,2290,146.1176,,,,
"N,N-dimethylalanine",33,Amino Acid,Alanine and Aspartate Metabolism,63151,LC/MS Pos Early,100020371,1370,118.0863,5488191,2812-31-9,,
N-(2-furoyl)glycine,4829,Xenobiotics,Food Component/Plant,31536,LC/MS Neg,100001086,1525,168.0302,21863,5657-19-2;5657-19-2,,HMDB00439
N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),2937,Lipid,Ceramides,57697,LC/MS Pos Late,100015642,2692,554.5143,,34839-02-6,,
N-acetyl-1-methylhistidine*,74,Amino Acid,Histidine Metabolism,43255,LC/MS Pos Early,100004299,2100,212.1028,53859791,,,
N-acetyl-2-aminooctanoate*,1707,Lipid,"Fatty Acid, Amino",62059,LC/MS Neg,100020204,3943,200.1292,95555,,,HMDB59745
N-acetyl-3-methylhistidine*,73,Amino Acid,Histidine Metabolism,43256,LC/MS Pos Early,100002204,2056,212.103,193270,37841-04-6,,
N-acetyl-aspartyl-glutamate (NAAG),54,Amino Acid,Glutamate Metabolism,35665,LC/MS Neg,100001612,575.3,303.0834,5255,3106-85-2,C12270,HMDB01067
N-acetyl-beta-alanine,4146,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Polar,100002102,1750,130.051,76406,3025-95-4,C01073,
N-acetyl-beta-glucosaminylamine,1375,Carbohydrate,Aminosugar Metabolism,35469,LC/MS Neg,1216,759,219.0986,439454,4229-38-3,C01239,HMDB01104
N-acetyl-cadaverine,132,Amino Acid,Lysine Metabolism,43530,LC/MS Pos Early,100002249,2385,145.1335,189087,32343-73-0,,HMDB02284
N-acetyl-isoputreanine,512,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2305,203.139,131802901,,,
N-acetyl-S-allyl-L-cysteine,4958,Xenobiotics,Food Component/Plant,47136,LC/MS Neg,100005818,2237,202.0543,152467,23127-41-5,,
N-acetylalanine,31,Amino Acid,Alanine and Aspartate Metabolism,1585,LC/MS Polar,1110,1564.8,130.051,88064,97-69-8,C02847,HMDB00766
N-acetylalliin,4683,Xenobiotics,Food Component/Plant,45404,LC/MS Neg,100005367,1410,218.0493,,,,
N-acetylarginine,467,Amino Acid,Urea cycle; Arginine and Proline Metabolism,33953,LC/MS Pos Early,100001266,2245,217.1295,67427,155-84-0,C02562,HMDB04620
N-acetylasparagine,41,Amino Acid,Alanine and Aspartate Metabolism,33942,LC/MS Pos Early,100001257,785,175.0713,99715,4033-40-3,,HMDB06028
N-acetylaspartate (NAA),37,Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Neg,100000787,620.5,174.0408,65065,997-55-7;997-55-7,C01042,HMDB00812
N-acetylcarnosine,83,Amino Acid,Histidine Metabolism,43488,LC/MS Polar,100004046,2287,267.1099,9903482,56353-15-2,,HMDB12881
N-acetylcitrulline,472,Amino Acid,Urea cycle; Arginine and Proline Metabolism,48434,LC/MS Neg,100001577,940,216.099,656979,33965-42-3,C15532,HMDB00856
N-acetylglucosamine 6-sulfate,1368,Carbohydrate,Aminosugar Metabolism,21365,LC/MS Polar,100000700,1777,300.0395,193456,10357-00-3,C04132,HMDB00841
N-acetylglucosamine conjugate of C24H38O4 bile acid,6088,Partially Characterized Molecules,Partially Characterized Molecules,61870,LC/MS Neg,100020008,4637,592.3491,,,,
N-acetylglucosamine conjugate of C24H40O4 bile acid,6087,Partially Characterized Molecules,Partially Characterized Molecules,61869,LC/MS Neg,100020003,4637,594.3648,,,,
N-acetylglucosamine/N-acetylgalactosamine,1387,Carbohydrate,Aminosugar Metabolism,46539,LC/MS Pos Early,100006435,715,222.0972,,,,
N-acetylglucosaminylasparagine,1384,Carbohydrate,Aminosugar Metabolism,48149,LC/MS Pos Early,1215,1212,336.1402,123826,2776-93-4,C04540,HMDB00489
N-acetylglutamate,46,Amino Acid,Glutamate Metabolism,15720,LC/MS Pos Early,100000282,1050,190.071,70914,1430871,C00624,HMDB01138
N-acetylglutamine,47,Amino Acid,Glutamate Metabolism,33943,LC/MS Pos Early,100001253,845,189.087,182230,2490-97-3,C02716,HMDB06029
N-acetylglycine,2,Amino Acid,"Glycine, Serine and Threonine Metabolism",27710,LC/MS Polar,100001006,1780,116.0353,10972,543-24-8,,HMDB00532
N-acetylhistamine,98,Amino Acid,Histidine Metabolism,48679,LC/MS Pos Early,100006123,2287,154.0975,69602,673-49-4,C05135,HMDB13253
N-acetylhistidine,71,Amino Acid,Histidine Metabolism,33946,LC/MS Pos Early,100001293,2065,198.0873,75619,39145-52-3,C02997,HMDB32055
N-acetylhomocitrulline,493,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62707,LC/MS Pos Early,100020513,1363,232.1292,,,,
N-acetylisoleucine,360,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33967,LC/MS Neg,100001276,2325,172.0979,306109,3077-46-1,,HMDB61684
N-acetylleucine,312,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1587,LC/MS Neg,1082,2400,172.0979,70912,1188-21-2,C02710,HMDB11756
N-acetylmethionine,403,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1589,LC/MS Neg,1083,1787,190.0543,448580,65-82-7,C02712,HMDB11745
N-acetylmethionine sulfoxide,409,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",45428,LC/MS Pos Early,100005463,880,208.0638,193368,108646-71-5,,
N-acetylmuramate,1376,Carbohydrate,Aminosugar Metabolism,18354,LC/MS Neg,100000283,860,292.1038,5462244,10597-89-4,C02713,HMDB60493
N-acetylneuraminate,1373,Carbohydrate,Aminosugar Metabolism,32377,LC/MS Pos Early,1162,660,310.1133,439197,131-48-6,C00270,HMDB00230
N-acetylphenylalanine,138,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597,206.0823,74839,2018-61-3,C03519,HMDB00512
N-acetylproline,473,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34387,LC/MS Pos Early,100001334,1695,158.0812,322640,1074-79-9,,
N-acetylputrescine,506,Amino Acid,Polyamine Metabolism,37496,LC/MS Pos Early,192,2230,131.1179,122356,18233-70-0,C02714,HMDB02064
N-acetylpyrraline,4983,Xenobiotics,Food Component/Plant,48438,LC/MS Neg,100006120,2545,295.1299,10909522,,,
N-acetylserine,11,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Pos Early,100001851,800,148.0604,65249,97-14-3,,HMDB02931
N-acetylsphingosine,3075,Lipid,Sphingosines,17772,LC/MS Neg,1302,6000,340.2857,5497136,3102-57-6,C00195,HMDB04950
N-acetyltaurine,441,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.018,159864,,,
N-acetylthreonine,18,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.0615,152204,17093-74-2,,HMDB62557
N-acetyltryptophan,245,Amino Acid,Tryptophan Metabolism,33959,LC/MS Neg,100001254,2630,245.0932,700653,1218-34-4,C03137,HMDB13713
N-acetyltyrosine,160,Amino Acid,Tyrosine Metabolism,32390,LC/MS Neg,100001104,1680,222.0772,68310,537-55-3,,HMDB00866
N-acetylvaline,386,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.0823,66789,96-81-1,,HMDB11757
N-alpha-acetylornithine,477,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32984,LC/MS Pos Early,100000285,2000,175.1077,439232,1572591,C00437,HMDB03357
N-behenoyl-sphingadienine (d18:2/22:0)*,2947,Lipid,Ceramides,57372,LC/MS Pos Late,100015624,3911,620.5976,,,,
N-butyryl-isoleucine,361,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63416,LC/MS Neg,100021475,3425,200.1292,,,,
N-butyryl-leucine,313,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63415,LC/MS Neg,100021474,3470,200.1292,,,,
N-butyryl-phenylalanine,141,Amino Acid,Phenylalanine Metabolism,63406,LC/MS Neg,100021469,3645,234.1136,,,,
N-carbamoylalanine,35,Amino Acid,Alanine and Aspartate Metabolism,52340,LC/MS Pos Early,100006369,950,133.0608,426409,77340-50-2,,
N-carbamoylaspartate,4111,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1594,LC/MS Polar,1108,3800,175.036,93072,923-37-5,C00438,HMDB00828
N-carbamoylglutamate,5727,Xenobiotics,Drug - Other,38749,LC/MS Pos Early,100002668,865,191.0663,121396,1188-38-1,C05829,
N-carbamoylputrescine,510,Amino Acid,Polyamine Metabolism,63854,LC/MS Pos Early,100021503,2015,132.1131,502,,C00436,HMDB33458
N-carboxymethylalanine,5061,Xenobiotics,Food Component/Plant,63155,LC/MS Pos Early,100021194,905,148.0604,2764308,106327-05-3,,
N-delta-acetylornithine,476,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Polar,100004523,2719.9,173.0932,9920500,,,
N-desmethyl rosuvastatin,5556,Xenobiotics,Drug - Metabolic,42004,LC/MS Neg,100004032,2888,466.1454,9956224,,,
N-desmethyl tramadol,5243,Xenobiotics,"Drug - Analgesics, Anesthetics",52355,LC/MS Pos Early,100006384,3360,250.1802,10354700,147762-57-0,,HMDB61007
N-formylanthranilic acid,263,Amino Acid,Tryptophan Metabolism,43549,LC/MS Neg,100004561,2150,164.0353,101399,3342-77-6,C05653,HMDB04089
N-formylmethionine,405,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.0387,439750,4289-98-9,C03145,HMDB01015
N-formylphenylalanine,221,Amino Acid,Tyrosine Metabolism,48433,LC/MS Neg,100006056,2360,192.0666,759256,13200-85-6,,
N-linoleoylglycine,1773,Lipid,Fatty Acid Metabolism (Acyl Glycine),32462,LC/MS Neg,1506,5510,336.2544,6433346,315636,,
N-linoleoyltaurine*,2106,Lipid,Endocannabinoid,61826,LC/MS Neg,100005814,5505,386.2371,,,,
N-methyl-GABA,58,Amino Acid,Glutamate Metabolism,39577,LC/MS Pos Early,100003152,2109,118.0863,70703,1119-48-8,C15987,
N-methylalanine,32,Amino Acid,Alanine and Aspartate Metabolism,37069,LC/MS Pos Early,100001823,1580,104.0706,5288725,600-21-5,C02721,HMDB0094692
N-methylhydantoin,499,Amino Acid,Creatine Metabolism,40006,LC/MS Neg,100002557,1425,113.0357,69217,616-04-6,C02565,HMDB03646
N-methylhydroxyproline,480,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62068,LC/MS Pos Early,100020215,1145,146.0812,9860390,,,
N-methylleucine,317,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35666,LC/MS Pos Early,100001581,2787,146.1176,2777993,66866-69-1,,
N-methylphenylalanine,145,Amino Acid,Phenylalanine Metabolism,42999,LC/MS Pos Early,100004042,2790,180.1019,4657542,2566-30-5,,
N-methylpipecolate,5146,Xenobiotics,Bacterial/Fungal,47101,LC/MS Pos Early,100005383,1932,144.1019,11286529,41447-17-0,,
N-methylproline,486,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335,130.0863,557,475-11-6,,
N-methyltaurine,440,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42989,LC/MS Polar,100004056,1650,138.023,7882,107-68-6,,
N-monomethylarginine,489,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43586,LC/MS Pos Early,100004488,2845,189.1346,132862,53308-83-1,C03884,HMDB29416
N-octanoylglycine,1764,Lipid,Fatty Acid Metabolism (Acyl Glycine),43502,LC/MS Neg,100003940,4335.4,200.1292,84290,14246-53-8,,HMDB00832
N-oleoyl-sphingosine (d18:1/18:1)*,2940,Lipid,Ceramides,19385,LC/MS Pos Late,100000631,2848,564.535,5283563,5966-28-9,,HMDB04948
N-oleoylglycine,1771,Lipid,Fatty Acid Metabolism (Acyl Glycine),40467,LC/MS Neg,100003687,5630,338.2701,6436908,2601-90-3,,HMDB13631
N-oleoylserine,2125,Lipid,Endocannabinoid,57664,LC/MS Neg,100015641,5600,368.2806,,,,
N-oleoyltaurine,2101,Lipid,Endocannabinoid,39732,LC/MS Neg,100003119,5610,388.2527,6437033,52514-04-2,,
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,2957,Lipid,Ceramides,57430,LC/MS Pos Late,100015731,2645,524.5037,,,,
N-palmitoyl-phytosphingosine (t18:0/16:0),2925,Lipid,Dihydroceramides,62881,LC/MS Pos Late,100019761,2632,556.5299,10506988,,,
N-palmitoyl-sphinganine (d18:0/16:0),2923,Lipid,Dihydroceramides,52604,LC/MS Pos Late,100009028,3090,540.535,5283572,5966-29-0,,HMDB11760
N-palmitoyl-sphingosine (d18:1/16:0),2935,Lipid,Ceramides,44877,LC/MS Pos Late,1518,2893,538.5194,5283564,24696-26-2,,HMDB04949
N-palmitoylglycine,1769,Lipid,Fatty Acid Metabolism (Acyl Glycine),42092,LC/MS Neg,100003686,5580,312.2544,151008,2441-41-0,,HMDB13034
N-palmitoyltaurine,2103,Lipid,Endocannabinoid,39835,LC/MS Neg,100003239,5560,362.2371,,83982-06-3,,
N-propionylalanine,34,Amino Acid,Alanine and Aspartate Metabolism,42993,LC/MS Neg,100004113,1335,144.0666,321155,98632-97-4,,
N-propionylmethionine,404,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43506,LC/MS Neg,100004125,2290,204.07,103692,52811-70-8,,
N-stearoyl-sphinganine (d18:0/18:0)*,2926,Lipid,Dihydroceramides,1759,LC/MS Pos Late,922,3526,568.5663,5283573,2304-80-5,,
N-stearoyl-sphingosine (d18:1/18:0)*,2939,Lipid,Ceramides,54979,LC/MS Pos Late,1547,3392,566.5507,5283565,104404-17-3,,HMDB04950
N-stearoyltaurine,2102,Lipid,Endocannabinoid,39730,LC/MS Neg,100003240,5782,390.2684,168274,63155-80-6,,
N-succinyl-leucine,315,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63413,LC/MS Neg,100021476,1371,230.1034,3467259,,,
N-succinyl-phenylalanine,140,Amino Acid,Phenylalanine Metabolism,63855,LC/MS Neg,100021472,1600,264.0877,3131586,,,
"N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tyrosine",5001,Xenobiotics,Food Component/Plant,49798,LC/MS Neg,100006072,2600,342.0983,10308838,124027-56-1,,
"N1,N10-dicoumaroylspermidine",4741,Xenobiotics,Food Component/Plant,63856,LC/MS Pos Early,100021504,3125,438.2387,,,,HMDB33469
"N1,N12-diacetylspermine",522,Amino Acid,Polyamine Metabolism,52987,LC/MS Pos Early,100002132,3105,287.2442,132680,61345-83-3,C03413,HMDB02172
N1-Methyl-2-pyridone-5-carboxamide,4224,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,40469,LC/MS Neg,100001468,1668,151.0513,69698,701-44-0,C05842,HMDB04193
1-methyladenosine,4059,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.1197,27476,15763-06-1,C02494,HMDB03331
N1-methylinosine,4032,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,LC/MS Pos Early,100001409,1430,283.1037,65095,20245-33-4,,HMDB02721
"N2,N2-dimethylguanine",4099,Nucleotide,"Purine Metabolism, Guanine containing",37081,LC/MS Pos Early,100001853,2465,180.088,74047,1445-15-4,,
"N2,N2-dimethylguanosine",4098,Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.1303,92919,2140-67-2,,HMDB04824
"N2,N5-diacetylornithine",478,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43591,LC/MS Pos Early,100004575,1310,217.1183,65977,39825-23-5,,
N2-acetyllysine,103,Amino Acid,Lysine Metabolism,36751,LC/MS Polar,100001721,3372.6,187.1088,92907,1946-82-3,C12989,HMDB00446
"N6,N6,N6-trimethyllysine",113,Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.1598,440120,23284-33-5,C03793,HMDB01325
"N6,N6-dimethyllysine",112,Amino Acid,Lysine Metabolism,62862,LC/MS Pos Early,100020417,2831,175.1441,193344,2259-86-1,C05545,HMDB13287
N6-acetyllysine,104,Amino Acid,Lysine Metabolism,36752,LC/MS Polar,100001734,2612.6,187.1088,92832,692-04-6,C02727,HMDB00206
N6-carbamoylthreonyladenosine,4070,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.127,161466,24719-82-2,,HMDB41623
N6-carboxyethyllysine,110,Amino Acid,Lysine Metabolism,37458,LC/MS Polar,100001769,4124,217.1194,22283604,1404785,,
N6-carboxymethyllysine,1389,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500,205.1183,123800,1404817,,
N6-formyllysine,109,Amino Acid,Lysine Metabolism,17895,LC/MS Pos Early,100000486,1992,175.1077,70923,1190-48-3,,
N6-methyllysine,111,Amino Acid,Lysine Metabolism,62860,LC/MS Pos Early,100003415,2831,161.1285,164795,1188-07-4,C02728,HMDB02038
N6-succinyladenosine,4080,Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Neg,100001664,940,382.1004,165243,4542-23-8,,HMDB00912
naringenin,4840,Xenobiotics,Food Component/Plant,44663,LC/MS Neg,100000920,3437,271.0612,932,67604-48-2,C00509,HMDB02670
naringenin 7-glucuronide,4834,Xenobiotics,Food Component/Plant,54924,LC/MS Neg,100010898,3144,447.0933,,,,
naringenin 7-O-glucoside,4833,Xenobiotics,Food Component/Plant,37471,LC/MS Neg,100002143,3760,433.114,92794,529-55-5,C09099,
naringin,4992,Xenobiotics,Food Component/Plant,43419,LC/MS Neg,100004271,3740,579.1719,5284651,10236-47-2,,
narirutin,4962,Xenobiotics,Food Component/Plant,48134,LC/MS Neg,100005944,3700,579.1719,442431,14259-46-2,C09793,
neohesperidin,5034,Xenobiotics,Food Component/Plant,47398,LC/MS Neg,100005804,3892.2,609.1825,,13241-33-3,,
neoponcirin,5041,Xenobiotics,Food Component/Plant,47399,LC/MS Neg,100005738,4385.6,593.1876,,603-61-2;14259-47-3,,
nervonoylcarnitine (C24:1)*,1831,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57531,LC/MS Pos Late,100015846,1602,510.4517,,,,
nicotianamine,4846,Xenobiotics,Food Component/Plant,43026,LC/MS Pos Early,100004035,1800,304.1503,9882882,34441-14-0,C05324,
nicotinamide,4204,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.0553,936,98-92-0,C00153,HMDB01406
nicotinamide ribonucleotide (NMN),4206,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,22152,LC/MS Pos Early,1312,766,335.0639,14180,1094-61-7,C00455,HMDB00229
nicotinamide riboside,4207,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33013,LC/MS Pos Early,100001310,2040,255.0976,439924,1341-23-7,C03150,HMDB00855
nicotinate,4201,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1504,LC/MS Pos Early,567,1673,124.0393,938,59-67-6,C00253,HMDB01488
nicotinate ribonucleoside,4202,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33471,LC/MS Pos Early,100001316,1536,256.0816,161234,2625-49-2,C05841,HMDB06809
nicotinic acid mononucleotide (NaMN),4203,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32461,LC/MS Pos Early,100001058,648,336.0479,5288991,321-02-8,C01185,HMDB01132
nifedipine,5432,Xenobiotics,Drug - Cardiovascular,34598,LC/MS Neg,100001514,4980,345.1092,4485,21829-25-4,"D00437,C07266",
nomilin,4972,Xenobiotics,Food Component/Plant,48133,LC/MS Neg,100005951,4780,513.213,72320,1063-77-0,C08773,
nonadecanoate (19:0),1467,Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,12591,646-30-0,C16535,HMDB00772
noroxycodone,5246,Xenobiotics,"Drug - Analgesics, Anesthetics",52363,LC/MS Pos Early,100006432,2930,302.1387,5489120,52446-25-0,,HMDB41960
noroxymorphone,5247,Xenobiotics,"Drug - Analgesics, Anesthetics",52362,LC/MS Pos Early,100006433,2618,288.123,5497189,33522-95-1,,HMDB61073
norvaline,458,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37426,LC/MS Pos Early,100002082,2582,118.0863,824,760-78-1,C01826,HMDB13716
NP-013098,5090,Xenobiotics,Food Component/Plant,64229,LC/MS Neg,100021863,2765,563.1406,,,,
O-acetylhomoserine,23,Amino Acid,"Glycine, Serine and Threonine Metabolism",31539,LC/MS Polar,100001129,1850,160.0615,439389,7540-67-2,C01077,
O-desmethyltramadol,5241,Xenobiotics,"Drug - Analgesics, Anesthetics",53239,LC/MS Pos Early,100006382,3045,250.1802,130829,73986-53-5,,HMDB60997
O-desmethyltramadol glucuronide,5242,Xenobiotics,"Drug - Analgesics, Anesthetics",52357,LC/MS Pos Early,100006383,2741,426.2123,,383891-39-2,,
O-desmethylvenlafaxine,5625,Xenobiotics,Drug - Psychoactive,43334,LC/MS Pos Early,100004173,3253,264.1958,125017,300827-87-6,D07793,HMDB60532
o-hydroxyatorvastatin,5548,Xenobiotics,Drug - Metabolic,47883,LC/MS Neg,100005933,5015,573.2406,9808225,214217-86-4,,
o-hydroxyatorvastatin lactone,5549,Xenobiotics,Drug - Metabolic,47879,LC/MS Pos Late,100005937,1145,557.2446,,,,
O-sulfo-L-tyrosine,5819,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.0234,514186,,,
o-Tyrosine,210,Amino Acid,Tyrosine Metabolism,43392,LC/MS Pos Early,100004290,2772,182.0812,91482,2370-61-8,,HMDB06050
OAHSA (18:1/OH-18:0),1576,Lipid,Fatty Acid Hydroxyl Fatty Acid,57389,LC/MS Pos Late,100015654,3384,582.5456,,,,
octadecadienedioate (C18:2-DC)*,1651,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676,309.2071,,,,
octadecanedioate (C18),1649,Lipid,"Fatty Acid, Dicarboxylate",36754,LC/MS Neg,100001615,5043,313.2384,70095,871-70-5,,HMDB00782
octadecenedioate (C18:1-DC),1650,Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.2228,,,,
octadecenedioylcarnitine (C18:1-DC)*,1857,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180,456.332,,251981-06-3,,
octanoylcarnitine (C8),1797,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,LC/MS Pos Late,100001247,950,288.2169,123701,3671-77-0,C02838,HMDB00791
ofloxacin,5278,Xenobiotics,Drug - Antibiotic,21320,LC/MS Neg,100000673,3600,360.1365,4583,82419-36-1,C07321,HMDB01929
oleate/vaccenate (18:1),1484,Lipid,Long Chain Monounsaturated Fatty Acid,52285,LC/MS Neg,100008930,5655,281.2486,,,,
oleoyl ethanolamide,2088,Lipid,Endocannabinoid,38102,LC/MS Pos Late,1137,1661,326.3054,5283454,11-58-0;111-58-0,,HMDB02088
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,2853,Lipid,Diacylglycerol,54960,LC/MS Pos Late,100010936,2907,660.5562,,,,
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,2854,Lipid,Diacylglycerol,54961,LC/MS Pos Late,100010937,2990,660.5562,,,,
