,n-Hexane,"Propanoic acid, butyl ester","Propanoic acid, 2-methyl-",Methyl acetate,Camphene,"2,5-Dimethylpyrazine","Ethanol, 2-ethoxy-","Benzene, (2-isothiocyanatoethyl)-",Pentadecanal,"Thiophene, 2-pentyl-",Ethanol,Methyl isobutyrate,Carbon dioxide,Benzyl methyl ketone,Pentadecane,Acetoin,1-Decanol,"Butanoic acid, 3-methyl-",Hexadecanal,"2,3-Butanedione",Eucalyptol,2-Methylpropyl butanoate,2-Methyl-4-heptanone,"Butanoic acid, 3-methyl-, 3-methylbutyl ester",Methyl salicylate,"Disiloxane, hexamethyl-","Cyclohexene, 1-methyl-4-(1-methylethylidene)-",Methyl 3-phenylpropanoate,"Cyclohexanecarboxylic acid, ethyl ester","Butanoic acid, butyl ester",Methyl valerate,Terpinene,"Methylamine, N,N-dimethyl-","Propanoic acid, 2-methyl-, anhydride",Hexanal,(+)-2-Bornanone,"Butanoic acid, 3-methylbutyl ester",Octadecanol,"Butanoic acid, 3-methyl-, propyl ester",Dimethyl sulfone,Sulcatone,Benzaldehyde,"Furan, 2-pentyl-","3,4-Hexanedione",Heptanal,"3,4-Dihydroxyphenylglycol",Linalyl acetate,"Hexanoic acid, methyl ester",n-Pentadecanol,Indole,"3-Pentanone, 2-methyl-",Phenol,Ethylbenzene,"2,3-Pentanedione",Ethyl methyl disulfide,Dimethyl trisulfide,Ethyl Acetate,Methyl tetradecanoate,Heptanoic acid,Octanal,Tetradecanal,Nonanal,3-Phenylpropanol,1-Tetradecene,"Acetic acid, hexyl ester","Cyclohexanecarboxylic acid, methyl ester",1-Hexadecanol,Octadecane,2-Nonanone,(-)-Menthone,Quinoline,2-Decanone,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Mequinol,Butyric acid,2-Nonanol,p-Cresol,"Butanoic acid, propyl ester",2-Methyl-3-heptanone,Phenylethyl Alcohol,"Disulfide, methyl 2-propenyl",Phenylacetaldehyde,Octane,(-)-Borneol,"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",3-Octanol,2-Tridecanone,Acetic acid,Acetone,"Phenol, 4-ethyl-",Hordenine,2-Undecanone,1-Propanol,Toluene,"Butanoic acid, 2-methyl-",1-Nonanol,1-Octen-3-ol,S-Methyl 3-methylbutanethioate,Copaene,Benzene,2-Heptanone,"2,4-Imidazolidinedione, 1-methyl-","9-Octadecenoic acid, ethyl ester",Hexadecane,1-Hexanol,"Ethanone, 1-(2-aminophenyl)-","1-Butene, 4-isothiocyanato-",Butyl 2-methylbutanoate,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",2-Octanone,Methyl propionate,2-Tetradecanone,Mesitylene,Tributyl phosphate,1-Tetradecanol,Methyl butyrate,Hexanoic acid,Myrcene,Carbamic acid,"1-Propanol, 2-methyl-","2(3H)-Furanone, 5-heptyldihydro-",Acetonitrile,Styrene,Carbon disulfide, Propyl 2-methylpropanoate,"3(2H)-Thiophenone, dihydro-2-methyl-",Cyclohexanecarboxylic acid,"5,9-Undecadien-2-one, 6,10-dimethyl-",Methyl hexadecanoic acid,Anethole,Methanethiol,2-Oxohexane,Isopentanol,"Benzaldehyde, 4-hydroxy-",Isobutyl isovalerate,2-Piperidinone,"Pentadecane, 2,6,10,14-tetramethyl-",1-Butanol,Propionic acid,"Butanal, 3-methyl-",Ethyl propionate,"Cyclohexene, 3-(1,5-dimethyl-4-hexenyl)-6-methylene-, [S-(R*,S*)]-",Methyl Alcohol,2-Pentadecanone,2-Hexanol,o-Cymene,2-Butanone,2-Dodecanone,"Hexanoic acid, butyl ester","Butanal, 2-methyl-",Isopropyl Alcohol,4-Hydroxy-3-hexanone,Benzyl alcohol,Dodecane,"Cyclohexanone, 2,2,6-trimethyl-","Propanoic acid, propyl ester"
"Phenol, 4-ethyl-",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9384765625,1.0,0.9716796875,1.0,1.0,1.0,0.8740234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9169921875,1.0,1.0,0.9111328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.916015625,0.9736328125,1.0,1.0,0.9091796875,1.0,1.0,1.0,0.96875,1.0,0.80859375,0.673828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9326171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9736328125,1.0,1.0,0.8662109375,1.0,1.0,0.681640625,1.0,1.0,0.9228515625,1.0,0.919921875,1.0,1.0,0.974609375,1.0,1.0,1.0,1.0,0.0,0.681640625,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,0.93359375,1.0,1.0,1.0,1.0,1.0,0.919921875,1.0,1.0,1.0,1.0,1.0,1.0,0.970703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9208984375,1.0,1.0,1.0,1.0,1.0,1.0,0.8974609375,1.0,1.0,1.0,0.73046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9130859375,1.0,1.0,1.0,1.0,1.0,1.0,0.9111328125,1.0,1.0,1.0
Hordenine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9072265625,1.0,0.9794921875,1.0,1.0,1.0,0.9013671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9208984375,1.0,1.0,0.923828125,1.0,1.0,1.0,1.0,0.97265625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931640625,0.982421875,1.0,1.0,0.92578125,1.0,1.0,1.0,0.970703125,1.0,0.85546875,0.87890625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9326171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9765625,1.0,1.0,0.89453125,1.0,1.0,0.76953125,1.0,1.0,0.9326171875,1.0,0.9326171875,1.0,1.0,0.9765625,1.0,1.0,1.0,1.0,0.681640625,0.0,1.0,1.0,0.9228515625,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,0.9765625,1.0,1.0,1.0,0.9580078125,1.0,1.0,1.0,1.0,1.0,1.0,0.974609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9326171875,1.0,1.0,1.0,1.0,1.0,1.0,0.9169921875,1.0,1.0,1.0,0.80078125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9560546875,1.0,1.0,1.0,1.0,1.0,1.0,0.9208984375,1.0,1.0,1.0
2-Undecanone,0.8818359375,0.923828125,1.0,0.990234375,0.9765625,1.0,1.0,1.0,0.775390625,0.943359375,1.0,1.0,1.0,0.978515625,0.748046875,0.9658203125,0.7783203125,0.982421875,0.798828125,0.9609375,0.9580078125,0.94140625,0.953125,0.9658203125,1.0,1.0,0.9619140625,0.9951171875,0.9345703125,0.912109375,0.923828125,0.982421875,1.0,1.0,0.953125,0.9736328125,0.9287109375,0.84765625,0.9501953125,1.0,0.8818359375,1.0,0.9560546875,0.9384765625,0.8203125,1.0,0.96484375,0.896484375,0.8310546875,1.0,0.95703125,1.0,1.0,0.9189453125,1.0,1.0,0.9892578125,0.826171875,0.8427734375,0.78515625,0.7578125,0.734375,1.0,0.7998046875,0.8876953125,0.9443359375,0.8359375,0.7763671875,0.4599609375,1.0,1.0,0.3330078125,0.998046875,1.0,0.939453125,0.845703125,1.0,0.9169921875,0.857421875,1.0,1.0,1.0,0.7998046875,0.9697265625,1.0,0.88671875,0.3701171875,0.98828125,0.9580078125,1.0,1.0,0.0,0.9853515625,1.0,0.970703125,0.8154296875,0.916015625,0.984375,0.96875,1.0,0.6611328125,1.0,0.90234375,0.857421875,0.955078125,0.9951171875,1.0,0.9375,1.0,0.5615234375,0.9814453125,0.427734375,1.0,0.9296875,0.818359375,0.947265625,0.880859375,0.982421875,1.0,1.0,0.8154296875,1.0,1.0,1.0,0.9775390625,0.9765625,0.9384765625,0.9306640625,0.8505859375,1.0,1.0,0.744140625,0.990234375,1.0,0.9794921875,0.9521484375,0.9189453125,0.9501953125,0.9765625,0.9814453125,0.9736328125,0.990234375,1.0,0.4658203125,0.927734375,1.0,0.8984375,0.763671875,0.8466796875,0.96875,1.0,0.9501953125,1.0,0.7099609375,0.9169921875,0.9580078125
1-Propanol,0.9580078125,0.9638671875,0.9716796875,1.0,1.0,1.0,0.9775390625,1.0,0.9892578125,0.9833984375,0.9462890625,1.0,1.0,1.0,0.986328125,0.97265625,0.921875,0.9677734375,0.990234375,1.0,1.0,0.9736328125,1.0,0.982421875,1.0,1.0,1.0,1.0,1.0,0.9677734375,0.9775390625,1.0,1.0,1.0,1.0,1.0,0.9697265625,0.9541015625,0.9462890625,1.0,1.0,1.0,0.984375,0.966796875,0.9794921875,0.9921875,1.0,0.9833984375,0.94921875,1.0,0.9697265625,1.0,1.0,0.9716796875,1.0,1.0,1.0,0.9921875,0.9638671875,0.982421875,0.990234375,0.984375,0.9384765625,0.986328125,0.9716796875,1.0,0.94921875,0.9873046875,0.9853515625,1.0,1.0,0.9833984375,0.9951171875,1.0,0.931640625,0.96484375,1.0,0.9443359375,0.9853515625,0.9833984375,1.0,1.0,0.9609375,0.96875,0.99609375,0.9443359375,0.9892578125,1.0,1.0,1.0,1.0,0.9853515625,0.0,1.0,0.955078125,0.9228515625,0.9658203125,1.0,1.0,1.0,0.978515625,1.0,0.9970703125,0.9912109375,0.9599609375,1.0,1.0,0.97265625,1.0,0.9814453125,0.966796875,0.9892578125,1.0,0.96875,0.943359375,0.9765625,0.9609375,1.0,1.0,0.876953125,0.9912109375,1.0,1.0,1.0,0.9423828125,1.0,1.0,1.0,0.9931640625,1.0,1.0,0.974609375,0.8525390625,1.0,0.9912109375,1.0,1.0,0.7919921875,0.8798828125,1.0,0.9794921875,1.0,1.0,0.990234375,0.94140625,1.0,0.9609375,0.994140625,0.9736328125,0.9697265625,1.0,0.943359375,1.0,0.98046875,1.0,0.9306640625
Toluene,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8662109375,1.0,0.990234375,1.0,1.0,1.0,0.8203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9111328125,1.0,1.0,0.8740234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7216796875,0.9912109375,1.0,1.0,0.9609375,1.0,1.0,1.0,0.939453125,1.0,0.873046875,0.7275390625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8232421875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9443359375,1.0,1.0,0.9501953125,1.0,1.0,0.720703125,1.0,1.0,0.7880859375,1.0,0.79296875,1.0,1.0,0.9462890625,1.0,1.0,1.0,1.0,0.90625,0.9228515625,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7861328125,1.0,1.0,1.0,1.0,1.0,0.9013671875,1.0,1.0,1.0,1.0,1.0,1.0,0.80859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7177734375,1.0,1.0,1.0,1.0,1.0,1.0,0.9365234375,1.0,1.0,1.0,0.904296875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75390625,1.0,1.0,1.0,1.0,1.0,1.0,0.7119140625,1.0,1.0,1.0
"Butanoic acid, 2-methyl-",0.9599609375,0.951171875,0.671875,0.982421875,0.9892578125,1.0,1.0,1.0,0.978515625,0.978515625,1.0,0.884765625,1.0,1.0,0.98046875,0.9541015625,0.966796875,0.8466796875,0.98046875,0.966796875,0.9716796875,0.9140625,0.9501953125,0.9482421875,1.0,1.0,0.990234375,0.98828125,0.9248046875,0.935546875,0.9404296875,0.978515625,1.0,0.8984375,0.9541015625,0.9580078125,0.9169921875,0.9765625,0.9326171875,1.0,0.982421875,1.0,0.98046875,0.9365234375,0.966796875,1.0,0.98046875,0.9453125,0.974609375,1.0,0.9326171875,1.0,1.0,0.9423828125,1.0,1.0,0.958984375,0.9697265625,0.8994140625,0.9697265625,0.9794921875,0.970703125,1.0,0.982421875,0.974609375,0.9345703125,0.9765625,0.9814453125,0.9736328125,0.9794921875,1.0,0.97265625,0.9541015625,1.0,0.75390625,0.9638671875,1.0,0.9267578125,0.92578125,1.0,1.0,1.0,0.9638671875,0.9404296875,0.994140625,0.955078125,0.9794921875,0.92578125,1.0,1.0,1.0,0.970703125,0.955078125,1.0,0.0,0.9638671875,0.9609375,0.9521484375,0.9755859375,1.0,0.9658203125,1.0,0.978515625,0.9853515625,0.978515625,1.0,1.0,0.794921875,0.9951171875,0.966796875,0.93359375,0.9794921875,1.0,0.9814453125,0.9755859375,0.896484375,0.8828125,1.0,0.9833984375,0.947265625,0.9658203125,1.0,1.0,1.0,0.892578125,0.986328125,0.8271484375,0.9951171875,0.9755859375,1.0,1.0,0.9599609375,0.93359375,1.0,0.94921875,0.9892578125,0.98046875,0.931640625,0.8388671875,0.9404296875,0.9228515625,1.0,1.0,0.9833984375,0.9560546875,1.0,0.92578125,0.9873046875,0.9599609375,0.7958984375,1.0,0.9228515625,1.0,0.97265625,0.939453125,0.9462890625
1-Nonanol,0.8369140625,0.90625,1.0,1.0,0.9638671875,1.0,0.9921875,1.0,0.8505859375,0.939453125,0.9892578125,1.0,1.0,1.0,0.7451171875,1.0,0.2998046875,0.9716796875,0.86328125,1.0,0.94921875,0.9453125,0.970703125,0.9638671875,1.0,1.0,0.9482421875,1.0,0.921875,0.890625,0.9287109375,0.97265625,1.0,1.0,0.9658203125,0.9833984375,0.919921875,0.634765625,0.9423828125,1.0,0.95703125,1.0,0.9482421875,0.9638671875,0.83203125,0.994140625,0.970703125,0.8984375,0.5556640625,1.0,0.974609375,1.0,1.0,0.9755859375,1.0,1.0,1.0,0.8740234375,0.7783203125,0.796875,0.841796875,0.751953125,0.958984375,0.8125,0.857421875,0.9541015625,0.595703125,0.7841796875,0.8232421875,1.0,1.0,0.7919921875,1.0,1.0,0.912109375,0.73046875,1.0,0.9111328125,0.9248046875,0.9921875,1.0,1.0,0.7138671875,0.9267578125,1.0,0.7919921875,0.8349609375,1.0,1.0,1.0,1.0,0.8154296875,0.9228515625,1.0,0.9638671875,0.0,0.8525390625,0.990234375,0.9658203125,1.0,0.876953125,1.0,0.9189453125,0.845703125,0.8896484375,1.0,1.0,0.91796875,1.0,0.8427734375,0.9853515625,0.8427734375,1.0,0.916015625,0.525390625,0.9541015625,0.8330078125,0.9736328125,1.0,0.9921875,0.86328125,1.0,1.0,1.0,0.970703125,0.990234375,0.91796875,0.9765625,0.892578125,1.0,1.0,0.9130859375,0.927734375,1.0,0.984375,0.98046875,0.9189453125,0.82421875,0.9677734375,0.98828125,0.96875,0.9921875,1.0,0.8466796875,0.86328125,1.0,0.9716796875,0.91796875,0.84375,0.9736328125,1.0,0.9453125,1.0,0.708984375,0.9560546875,0.9443359375
1-Octen-3-ol,0.8203125,0.9619140625,1.0,1.0,0.939453125,1.0,1.0,1.0,0.931640625,0.94140625,1.0,1.0,1.0,1.0,0.8935546875,0.9873046875,0.865234375,0.9765625,0.9365234375,1.0,0.9482421875,0.9599609375,0.96484375,0.9912109375,1.0,1.0,0.9228515625,1.0,0.970703125,0.9638671875,0.927734375,0.962890625,1.0,1.0,0.9658203125,0.984375,0.9638671875,0.916015625,0.9794921875,1.0,0.9462890625,1.0,0.9521484375,0.962890625,0.8740234375,1.0,0.943359375,0.900390625,0.9013671875,1.0,0.9736328125,1.0,1.0,0.9736328125,1.0,1.0,1.0,0.9423828125,0.8447265625,0.8798828125,0.927734375,0.8935546875,0.9921875,0.8505859375,0.9150390625,0.9697265625,0.90625,0.91015625,0.8955078125,1.0,1.0,0.908203125,1.0,1.0,0.9189453125,0.751953125,1.0,0.95703125,0.923828125,1.0,0.9931640625,1.0,0.8427734375,0.8837890625,1.0,0.6572265625,0.9267578125,1.0,1.0,1.0,1.0,0.916015625,0.9658203125,1.0,0.9609375,0.8525390625,0.0,0.98828125,0.9619140625,1.0,0.8798828125,1.0,0.962890625,0.9072265625,0.7705078125,1.0,0.9931640625,0.97265625,1.0,0.8837890625,0.982421875,0.9267578125,1.0,0.9658203125,0.8984375,0.9541015625,0.8203125,0.9140625,1.0,1.0,0.888671875,1.0,1.0,1.0,0.98828125,0.990234375,0.931640625,0.970703125,0.94921875,1.0,1.0,0.90625,0.970703125,1.0,0.9931640625,0.98046875,0.9599609375,0.91015625,0.9716796875,0.986328125,0.9765625,0.9921875,1.0,0.931640625,0.7607421875,1.0,0.96875,0.9365234375,0.9296875,0.9716796875,0.986328125,0.91796875,1.0,0.87890625,0.953125,0.9853515625
S-Methyl 3-methylbutanethioate,0.984375,0.9833984375,0.955078125,1.0,0.986328125,1.0,1.0,1.0,0.986328125,0.994140625,1.0,0.958984375,1.0,1.0,0.9892578125,1.0,0.9912109375,0.873046875,0.98828125,1.0,0.98046875,0.9560546875,0.8740234375,0.9287109375,1.0,1.0,0.98046875,0.994140625,0.9873046875,0.9765625,0.978515625,0.962890625,1.0,0.9599609375,0.9052734375,0.9765625,0.9462890625,0.99609375,0.9267578125,1.0,0.97265625,1.0,0.9951171875,0.97265625,0.9755859375,1.0,0.9892578125,0.9775390625,0.9951171875,1.0,0.9384765625,1.0,1.0,0.9736328125,1.0,1.0,0.984375,0.9921875,0.984375,0.9775390625,0.986328125,0.9775390625,1.0,0.9931640625,0.994140625,0.9921875,0.9951171875,0.9931640625,0.9833984375,0.9833984375,1.0,0.9853515625,0.9833984375,1.0,0.9619140625,0.9892578125,1.0,0.9736328125,0.95703125,1.0,1.0,1.0,0.9892578125,0.9814453125,0.9833984375,0.9892578125,0.9873046875,1.0,0.9853515625,1.0,1.0,0.984375,1.0,1.0,0.9521484375,0.990234375,0.98828125,0.0,0.9755859375,1.0,0.978515625,1.0,0.994140625,0.994140625,1.0,1.0,1.0,0.9765625,0.9951171875,0.982421875,0.9873046875,0.9892578125,1.0,0.994140625,0.9951171875,0.9658203125,0.978515625,0.9951171875,1.0,0.94140625,0.9873046875,1.0,1.0,1.0,0.9716796875,0.97265625,0.9912109375,0.9912109375,0.9951171875,1.0,1.0,0.9755859375,0.9111328125,1.0,0.923828125,0.9892578125,0.9599609375,0.984375,0.984375,0.8525390625,0.9755859375,0.9970703125,1.0,0.990234375,0.9873046875,0.99609375,0.9697265625,0.994140625,0.984375,0.943359375,0.98046875,0.98046875,1.0,0.9912109375,0.9697265625,0.990234375
Copaene,0.9619140625,0.978515625,0.98046875,1.0,0.9130859375,1.0,1.0,1.0,0.9775390625,0.9853515625,1.0,0.98046875,1.0,1.0,0.96484375,1.0,0.970703125,0.97265625,0.9794921875,1.0,0.9462890625,0.9619140625,0.9462890625,0.96875,1.0,1.0,0.9150390625,1.0,0.9716796875,0.9794921875,0.98046875,0.8720703125,1.0,0.9697265625,0.9501953125,0.96484375,0.9677734375,0.9765625,0.9677734375,1.0,0.9140625,1.0,0.9873046875,0.9892578125,0.96484375,1.0,0.93359375,0.970703125,0.9755859375,1.0,0.9599609375,1.0,1.0,0.9912109375,1.0,1.0,0.9931640625,0.9814453125,0.9599609375,0.962890625,0.9755859375,0.9677734375,1.0,0.958984375,0.974609375,0.974609375,0.9765625,0.966796875,0.966796875,0.98046875,1.0,0.966796875,0.962890625,1.0,0.978515625,0.96484375,1.0,0.9775390625,0.921875,1.0,1.0,1.0,0.9560546875,0.923828125,0.986328125,0.962890625,0.970703125,1.0,0.9970703125,1.0,1.0,0.96875,1.0,1.0,0.9755859375,0.9658203125,0.9619140625,0.9755859375,0.0,1.0,0.95703125,1.0,0.982421875,0.978515625,0.9853515625,1.0,0.9951171875,0.9697265625,0.9580078125,0.966796875,1.0,0.9716796875,1.0,0.9853515625,0.9755859375,0.982421875,0.96484375,0.9375,1.0,0.978515625,0.974609375,1.0,1.0,1.0,0.9599609375,0.998046875,0.9716796875,0.9453125,0.984375,1.0,1.0,0.97265625,0.9716796875,1.0,0.970703125,0.990234375,0.9404296875,0.9814453125,1.0,0.9697265625,0.9921875,0.9765625,1.0,0.9755859375,0.970703125,0.9970703125,0.9921875,0.9638671875,0.9736328125,0.96875,0.9970703125,0.98828125,1.0,0.9609375,0.916015625,0.984375
Benzene,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9228515625,1.0,0.990234375,1.0,1.0,1.0,0.908203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9404296875,1.0,1.0,0.947265625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8330078125,0.990234375,1.0,1.0,0.9697265625,1.0,1.0,1.0,0.921875,1.0,0.783203125,0.84375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.900390625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931640625,1.0,1.0,0.9267578125,1.0,1.0,0.90625,1.0,1.0,0.875,1.0,0.884765625,1.0,1.0,0.970703125,1.0,1.0,1.0,1.0,0.93359375,0.953125,1.0,1.0,0.7861328125,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.943359375,1.0,1.0,1.0,1.0,1.0,1.0,0.9560546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.849609375,1.0,1.0,1.0,1.0,1.0,1.0,0.96484375,1.0,1.0,1.0,0.92578125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9267578125,1.0,1.0,1.0,1.0,1.0,1.0,0.8291015625,1.0,1.0,1.0
2-Heptanone,0.7626953125,0.9150390625,1.0,0.984375,0.958984375,1.0,1.0,1.0,0.89453125,0.9326171875,1.0,1.0,1.0,0.96484375,0.873046875,0.947265625,0.8916015625,0.9736328125,0.90625,0.9326171875,0.93359375,0.939453125,0.900390625,0.9599609375,1.0,1.0,0.92578125,0.994140625,0.9296875,0.9208984375,0.8798828125,0.958984375,1.0,0.98828125,0.9306640625,0.96484375,0.9287109375,0.931640625,0.9521484375,1.0,0.7626953125,1.0,0.9423828125,0.8916015625,0.7705078125,1.0,0.947265625,0.8291015625,0.91796875,1.0,0.921875,1.0,1.0,0.86328125,1.0,1.0,0.986328125,0.9208984375,0.8193359375,0.7958984375,0.88671875,0.818359375,1.0,0.9072265625,0.8671875,0.935546875,0.9228515625,0.8974609375,0.5712890625,1.0,1.0,0.6201171875,0.9951171875,1.0,0.9140625,0.8759765625,1.0,0.9228515625,0.763671875,1.0,1.0,1.0,0.7841796875,0.951171875,1.0,0.8720703125,0.73046875,0.98046875,0.92578125,1.0,1.0,0.6611328125,0.978515625,1.0,0.9658203125,0.876953125,0.8798828125,0.978515625,0.95703125,1.0,0.0,1.0,0.9541015625,0.9384765625,0.9404296875,0.9912109375,1.0,0.9482421875,1.0,0.4853515625,0.9716796875,0.7470703125,1.0,0.9560546875,0.9130859375,0.9248046875,0.7919921875,0.97265625,1.0,1.0,0.888671875,1.0,1.0,1.0,0.9599609375,0.955078125,0.916015625,0.947265625,0.9345703125,1.0,1.0,0.5380859375,0.9853515625,1.0,0.9765625,0.9365234375,0.951171875,0.927734375,0.9638671875,0.9736328125,0.9638671875,0.99609375,1.0,0.767578125,0.8876953125,1.0,0.830078125,0.892578125,0.8798828125,0.95703125,1.0,0.9189453125,1.0,0.8388671875,0.8876953125,0.9443359375
"2,4-Imidazolidinedione, 1-methyl-",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9833984375,0.986328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9541015625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"9-Octadecenoic acid, ethyl ester",0.96484375,0.916015625,0.994140625,0.9814453125,0.98828125,1.0,0.982421875,1.0,0.84375,0.98046875,0.99609375,0.986328125,1.0,1.0,0.84765625,1.0,0.908203125,0.9873046875,0.83984375,1.0,0.9765625,0.9130859375,0.98828125,0.939453125,0.9970703125,1.0,0.9794921875,0.9814453125,0.84375,0.8896484375,0.9189453125,0.990234375,1.0,0.9853515625,0.986328125,0.994140625,0.8994140625,0.80078125,0.9296875,1.0,0.978515625,1.0,0.9814453125,0.9873046875,0.9375,1.0,0.9501953125,0.8955078125,0.8544921875,1.0,0.9931640625,1.0,1.0,0.9892578125,1.0,1.0,0.9423828125,0.763671875,0.8984375,0.9208984375,0.861328125,0.9091796875,1.0,0.841796875,0.876953125,0.923828125,0.8330078125,0.79296875,0.92578125,0.998046875,1.0,0.9111328125,0.98046875,1.0,0.9658203125,0.9443359375,1.0,0.890625,0.9658203125,1.0,1.0,1.0,0.9365234375,0.990234375,0.990234375,0.9560546875,0.8798828125,0.994140625,1.0,1.0,1.0,0.90234375,0.9970703125,1.0,0.978515625,0.9189453125,0.962890625,0.994140625,0.982421875,1.0,0.9541015625,1.0,0.0,0.8173828125,0.9853515625,1.0,0.998046875,0.921875,1.0,0.9375,0.9775390625,0.880859375,1.0,0.962890625,0.8720703125,0.94140625,0.9228515625,0.9853515625,1.0,1.0,0.8369140625,1.0,1.0,1.0,0.9521484375,0.9951171875,0.9423828125,0.923828125,0.7001953125,1.0,1.0,0.9619140625,0.9990234375,1.0,0.9541015625,0.9814453125,0.947265625,0.986328125,0.98828125,0.994140625,0.9130859375,0.984375,1.0,0.8662109375,0.974609375,1.0,0.9931640625,0.916015625,0.8310546875,0.9921875,1.0,0.9873046875,1.0,0.8837890625,0.978515625,0.935546875
