BIOCHEMICAL,pathway_sortorder,super_pathway,sub_pathway,comp_id,platform,chemical_id,ri,mass,pubchem,cas,kegg,hmdb,inchikey
methionine sulfoxide,408,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272.0,166.0533,158980,3226-65-1,C02989,HMDB02005,
catechol sulfate,4391,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906.0,188.9863,3083879,4918-96-1,,HMDB59724,
2-hydroxyadipate,1618,Lipid,"Fatty Acid, Dicarboxylate",31934,LC/MS Polar,100001153,3000.0,161.0455,193530,18294-85-4,C02360,HMDB00321,
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,2732,Lipid,Plasmalogen,52475,LC/MS Pos Late,100008999,2550.0,752.5589,9547058,,,HMDB05779,
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,2854,Lipid,Diacylglycerol,54961,LC/MS Pos Late,100010937,2990.0,660.5562,,,,,
luteolin,4612,Xenobiotics,Food Component/Plant,37115,LC/MS Neg,100001913,3636.0,285.0405,5280445,491-70-3,C01514,HMDB05800,
pyridoxate,4347,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185.0,182.0459,6723,82-82-6,C00847,HMDB00017,
1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3),2888,Lipid,Galactosyl Glycerolipids,54893,LC/MS Pos Late,100010875,2278.0,932.6305,,,,,
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),2723,Lipid,Plasmalogen,52614,LC/MS Pos Late,100008919,3100.0,730.5745,,144371-68-6,,HMDB11375,
12-dehydrocholate,3440,Lipid,Secondary Bile Acid Metabolism,44644,LC/MS Neg,100001072,4871.0,405.2646,94235,2458-08-4;2458-08-4,,HMDB00400,
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),2970,Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623.0,700.5722,,,,,
1-linoleoylglycerol (18:2),2770,Lipid,Monoacylglycerol,27447,LC/MS Neg,100001040,6477.0,279.2329,5283469,2277-28-3,,,
3-methylxanthine,4490,Xenobiotics,Xanthine Metabolism,32445,LC/MS Neg,100001108,1700.0,165.0418,70639,1076-22-8,C16357,HMDB01886,
2-acetamidobutanoate,5136,Xenobiotics,Bacterial/Fungal,53232,LC/MS Polar,100009237,1340.0,144.0666,306107,,,,
N6-carboxymethyllysine,1389,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500.0,205.1183,123800,1404817,,,
p-toluic acid,5962,Xenobiotics,Chemical,37499,LC/MS Neg,100002056,2463.0,135.0452,7470,99-94-5,C01454,HMDB29635,
apigenin,4606,Xenobiotics,Food Component/Plant,21189,LC/MS Neg,100000935,3845.0,269.0455,5280443,520-36-5,C01477,HMDB02124,
glycine,1,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375.0,76.0393,750,56-40-6,C00037,HMDB00123,
umbelliferone sulfate,4978,Xenobiotics,Food Component/Plant,48674,LC/MS Neg,100006282,2440.0,240.9812,129659,69526-88-1,,,
2-dimethylaminoethanol,5064,Xenobiotics,Food Component/Plant,42562,LC/MS Pos Early,100001630,1983.0,90.0913,,108-01-0,D07777,HMDB32231,
syringaldehyde,4931,Xenobiotics,Food Component/Plant,37449,LC/MS Neg,100002050,2521.7,181.0506,8655,134-96-3,,,
3-sulfo-L-alanine,449,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",47089,LC/MS Pos Early,382,570.0,170.0118,72886,498-40-8,C00506,HMDB02757,
6'-sialyllactose,1273,Carbohydrate,Disaccharides and Oligosaccharides,39795,LC/MS Polar,100003132,4064.0,632.2044,643987,35890-39-2,G00265,HMDB06569,
retinol (Vitamin A),4325,Cofactors and Vitamins,Vitamin A Metabolism,1806,LC/MS Pos Late,498,1636.0,269.2264,445354,68-26-8,C00473,HMDB00305,
tiglyl carnitine (C5),372,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35428,LC/MS Pos Early,100001597,2962.0,244.1543,22833596,64191-86-2,,HMDB02366,
N-acetyl-cadaverine,132,Amino Acid,Lysine Metabolism,43530,LC/MS Pos Early,100002249,2385.0,145.1335,189087,32343-73-0,,HMDB02284,
carnosine,81,Amino Acid,Histidine Metabolism,1768,LC/MS Polar,249,3578.3,225.0993,439224,305-84-0,C00386,HMDB00033,
3-methyladipate,1620,Lipid,"Fatty Acid, Dicarboxylate",36749,LC/MS Polar,100001765,2865.0,159.0663,12292,422955,,HMDB00555,
dimethylmalonic acid,1608,Lipid,"Fatty Acid, Dicarboxylate",42978,LC/MS Polar,100004251,2702.0,131.035,11686,595-46-0,,HMDB02001,
undecanedioate (C11-DC),1634,Lipid,"Fatty Acid, Dicarboxylate",42395,LC/MS Neg,100001617,2440.0,215.1289,15816,1852-04-6,,HMDB00888,
1-methylxanthine,4489,Xenobiotics,Xanthine Metabolism,34389,LC/MS Neg,100001405,1568.8,165.0418,80220,6136-37-4,C16358,HMDB10738,
1-methylhistidine,69,Amino Acid,Histidine Metabolism,30460,LC/MS Pos Early,100001051,2755.0,170.0924,92105,332-80-9,C01152,HMDB00001,
2-hydroxyoctanoate,1900,Lipid,"Fatty Acid, Monohydroxy",22036,LC/MS Neg,100000743,3736.8,159.1027,94180,617-73-2,,HMDB02264,
putrescine,505,Amino Acid,Polyamine Metabolism,1408,LC/MS Pos Early,49,3027.0,89.1073,1045,110-60-1,C00134,HMDB01414,
N2-acetyllysine,103,Amino Acid,Lysine Metabolism,36751,LC/MS Polar,100001721,3372.6,187.1088,92907,1946-82-3,C12989,HMDB00446,
1-oleoyl-GPG (18:1)*,2628,Lipid,Lysophospholipid,45968,LC/MS Pos Late,100005716,1628.0,511.3029,,,,,
10-heptadecenoate (17:1n7),1482,Lipid,Long Chain Monounsaturated Fatty Acid,33971,LC/MS Neg,100001278,5555.0,267.233,5312435,29743-97-3,,HMDB60038,
L-urobilin,4310,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,40173,LC/MS Neg,100002568,4624.0,593.3345,5280818,34217-90-8,C05793,HMDB04159,
N-acetylcarnosine,83,Amino Acid,Histidine Metabolism,43488,LC/MS Polar,100004046,2287.0,267.1099,9903482,56353-15-2,,HMDB12881,
2-piperidinone,4517,Xenobiotics,Food Component/Plant,43400,LC/MS Pos Early,100004295,1675.0,100.0757,12665,675-20-7,,HMDB11749,
ascorbic acid 3-sulfate*,4247,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63687,LC/MS Polar,100020409,2025.0,254.9815,11425365,,,,
formiminoglutamate,79,Amino Acid,Histidine Metabolism,43493,LC/MS Pos Early,100002500,1880.0,175.0713,439233,816-90-0,C00439,HMDB00854,
1-methyladenine,4054,Nucleotide,"Purine Metabolism, Adenine containing",1527,LC/MS Pos Early,54,2133.0,150.0774,78821,5142-22-3,C02216,HMDB11599,
pregnenolone sulfate,3153,Lipid,Pregnenolone Steroids,38170,LC/MS Neg,100002129,5100.0,395.1898,105074,1247-64-9,,HMDB00774,
PAHSA (16:0/OH-18:0),1574,Lipid,Fatty Acid Hydroxyl Fatty Acid,52622,LC/MS Pos Late,100009050,3411.0,556.5299,,,,,
1-carboxyethyltyrosine,161,Amino Acid,Tyrosine Metabolism,62564,LC/MS Neg,100020421,1846.0,252.0877,,,,,
2-hydroxy-3-methylvalerate,367,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",36746,LC/MS Neg,100001541,1800.0,131.0714,164623,488-15-3,,HMDB00317,
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,2721,Lipid,Plasmalogen,52478,LC/MS Pos Late,100009007,2550.0,744.5902,,,,,
phenylacetate,152,Amino Acid,Phenylalanine Metabolism,57745,LC/MS Neg,100000011,2150.0,91.0554,999,103-82-2,C07086,HMDB00209,
lactate,1198,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1469.0,89.0244,612,79-33-4,C00186,HMDB00190,
4-hydroxyphenylacetylglutamine,1147,Peptide,Acetylated Peptides,55017,LC/MS Neg,100010850,1650.0,279.0986,,,,,
stachydrine,4925,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440.0,144.1019,115244,4136-37-2,C10172,HMDB04827,
p-hydroxyatorvastatin lactone,5550,Xenobiotics,Drug - Metabolic,47880,LC/MS Pos Late,100005938,990.0,557.2446,,,,,
"glutamate, gamma-methyl ester",52,Amino Acid,Glutamate Metabolism,33487,LC/MS Pos Early,100001103,2170.0,162.0761,68662,1499-55-4;1499-55-4,,HMDB61715,
dehydrocholic acid,3438,Lipid,Secondary Bile Acid Metabolism,17809,LC/MS Neg,1609,3950.0,401.2334,6674,81-23-2,C13154,,
(3'-5')-guanylylcytidine,4194,Nucleotide,Dinucleotide,52746,LC/MS Neg,100009064,1670.0,587.1257,107595,4785-04-0,,,
"5alpha-pregnan-3beta,20alpha-diol monosulfate (1)",3183,Lipid,Progestin Steroids,37199,LC/MS Neg,100002013,4928.0,399.2211,,,,,
erythritol,4760,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491.0,167.0561,222285,149-32-6,C00503,HMDB02994,
"N,N-dimethyl-5-aminovalerate",134,Amino Acid,Lysine Metabolism,62819,LC/MS Pos Early,100020842,2290.0,146.1176,,,,,
lithocholate sulfate (1),3404,Lipid,Secondary Bile Acid Metabolism,62526,LC/MS Neg,100020823,4811.0,227.12,,,,,
tenofovir,5366,Xenobiotics,Drug - Antiviral,63283,LC/MS Neg,100020920,1450.0,286.0711,464205,147127-20-6,D06074,HMDB14445,
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",3184,Lipid,Progestin Steroids,37200,LC/MS Neg,100002014,5060.0,399.2211,,,,,
hyocholate,3432,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046.0,407.2803,92805,547-75-1,C17649,HMDB00760,
dihydroorotate,4112,Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910.0,157.0255,648,155-54-4,C00337,HMDB03349,
N-methylalanine,32,Amino Acid,Alanine and Aspartate Metabolism,37069,LC/MS Pos Early,100001823,1580.0,104.0706,5288725,600-21-5,C02721,HMDB0094692,
1-stearoyl-GPG (18:0),2626,Lipid,Lysophospholipid,34437,LC/MS Neg,100001462,5816.0,511.3041,,,,,
sulfate of piperine metabolite C15H17NO3 (2)*,4875,Xenobiotics,Food Component/Plant,62305,LC/MS Neg,100020499,3880.0,338.0704,,,,,
taurolithocholate,3408,Lipid,Secondary Bile Acid Metabolism,31889,LC/MS Neg,100001065,5345.0,482.2946,10595,516-90-5,C02592,HMDB00722,
dexpanthenol,5880,Xenobiotics,Chemical,38314,LC/MS Pos Early,100002376,1740.0,206.1387,4678,16485-10-2,D03726,HMDB04231,
N-acetyl-beta-alanine,4146,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Polar,100002102,1750.0,130.05100000000002,76406,3025-95-4,C01073,,
N-acetylglycine,2,Amino Acid,"Glycine, Serine and Threonine Metabolism",27710,LC/MS Polar,100001006,1780.0,116.0353,10972,543-24-8,,HMDB00532,
gamma-glutamylcysteine,600,Peptide,Gamma-glutamyl Amino Acid,1778,LC/MS Pos Early,1036,2118.0,251.0696,842,636-58-8,C00669,HMDB01049,
tartarate,4934,Xenobiotics,Food Component/Plant,15336,LC/MS Neg,100000295,615.3,149.0092,444305,87-69-4;6106-24-7,C00898,HMDB00956,
N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),2937,Lipid,Ceramides,57697,LC/MS Pos Late,100015642,2692.0,554.5143,,34839-02-6,,,
"3,5-dihydroxyphenylpropionate",4465,Xenobiotics,Benzoate Metabolism,63342,LC/MS Polar,100021256,1420.0,181.0506,161525,26539-01-5,,,
homo-cis-aconitate,5157,Xenobiotics,Bacterial/Fungal,63268,LC/MS Polar,100002633,4430.0,187.0248,5280640,,C04002,,
piperidine,4516,Xenobiotics,Food Component/Plant,38183,LC/MS Pos Early,100002398,2500.0,86.0964,8082,110-89-4,C01746,HMDB34301,
1-palmitoyl-GPE (16:0),2577,Lipid,Lysophospholipid,35631,LC/MS Pos Late,100001567,1544.0,454.2928,9547069,53862-35-4,,HMDB11503,
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,2819,Lipid,Diacylglycerol,54942,LC/MS Pos Late,100010917,3695.0,612.5562,,,,,
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,2283,Lipid,Phosphatidylcholine (PC),53176,LC/MS Pos Late,100009343,1939.0,780.5538,,,,HMDB08141,
sulfate of piperine metabolite C16H19NO3 (2)*,4879,Xenobiotics,Food Component/Plant,62295,LC/MS Neg,100020496,4112.0,352.086,,,,,
pentadecanoate (15:0),1460,Lipid,Long Chain Saturated Fatty Acid,1361,LC/MS Neg,980,5521.0,241.2173,13849,1002-84-2;10002-84-2,C16537,HMDB00826,
1-palmitoyl-GPG (16:0)*,2623,Lipid,Lysophospholipid,45970,LC/MS Pos Late,100005717,1617.0,485.2874,3300276,,,,
gamma-glutamyl-alpha-lysine,607,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784.0,276.1554,65254,,,,
"2,3-dihydroxy-2-methylbutyrate",397,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57547,LC/MS Polar,100010869,1318.0,133.0506,301941,14868-24-7,,HMDB29576,
acetylcarnitine (C2),1786,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282.0,204.123,1,5080-50-2,C02571,HMDB00201,
1-stearoyl-GPS (18:0)*,2617,Lipid,Lysophospholipid,45966,LC/MS Pos Late,100004327,1634.0,526.314,9547101,,,,
fumarate,1403,Energy,TCA Cycle,1643,LC/MS Polar,330,3084.0,115.0037,444972,100-17-8,C00122,HMDB00134,
3-hydroxytridecanoate,1923,Lipid,"Fatty Acid, Monohydroxy",63858,LC/MS Neg,100021388,5259.0,229.1809,5312749,32602-69-0,,HMDB61655,
hexadecadienoate (16:2n6),1517,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398.0,251.2017,13932172,28290-73-5,,HMDB00477,
(3'-5')-guanylyluridine,4195,Nucleotide,Dinucleotide,52743,LC/MS Neg,100009056,1772.0,588.1097,,1053910,,,
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),2222,Lipid,Phosphatidylcholine (PC),52462,LC/MS Pos Late,100008914,2200.0,782.5694,10747814,35418-58-7,,HMDB07982,
N-stearoyltaurine,2102,Lipid,Endocannabinoid,39730,LC/MS Neg,100003240,5782.0,390.2684,168274,63155-80-6,,,
sebacate (C10-DC),1632,Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788.0,201.1132,5192,111-20-6,C08277,HMDB00792,
5-hydroxypicolinic acid,274,Amino Acid,Tryptophan Metabolism,63160,LC/MS Neg,100021277,709.0,138.0197,268740,125653-67-0,,,
tigloylglycine,373,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1598,LC/MS Pos Early,1161,1926.0,158.0812,6441567,35842-45-6,,HMDB00959,
pyridoxine (Vitamin B6),4341,Cofactors and Vitamins,Vitamin B6 Metabolism,608,LC/MS Pos Early,936,2442.0,170.0812,1054,58-56-0,C00314,HMDB02075,
1-palmitoyl-GPI* (16:0),2632,Lipid,Lysophospholipid,35305,LC/MS Neg,100001655,5564.0,571.2889,,,,HMDB61695,
3-methyl catechol sulfate (1),4395,Xenobiotics,Benzoate Metabolism,46165,LC/MS Neg,100004112,2790.0,203.002,,,,,
catechol,4390,Xenobiotics,Benzoate Metabolism,2092,LC/MS Neg,43,2509.0,109.0295,289,120-80-9,C00090,HMDB00957,
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,2838,Lipid,Diacylglycerol,54946,LC/MS Pos Late,100010919,3695.0,638.5718,,,,,
phenylacetyltaurine,1155,Peptide,Acetylated Peptides,63154,LC/MS Neg,100008932,2494.0,242.0493,2179693,33953-90-1,,,
nicotinic acid mononucleotide (NaMN),4203,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32461,LC/MS Pos Early,100001058,648.0,336.0479,5288991,321-02-8,C01185,HMDB01132,
O-desmethyltramadol glucuronide,5242,Xenobiotics,"Drug - Analgesics, Anesthetics",52357,LC/MS Pos Early,100006383,2741.0,426.2123,,383891-39-2,,,
nifedipine,5432,Xenobiotics,Drug - Cardiovascular,34598,LC/MS Neg,100001514,4980.0,345.1092,4485,21829-25-4,"D00437,C07266",,
dopamine,189,Amino Acid,Tyrosine Metabolism,12130,LC/MS Pos Early,1748,2385.0,154.0863,681,62-31-7,C03758,HMDB00073,
7-methylurate,4484,Xenobiotics,Xanthine Metabolism,39598,LC/MS Polar,100002241,1930.0,181.0367,69160,612-37-3,C16355,HMDB11107,
tryptophan,244,Amino Acid,Tryptophan Metabolism,54,LC/MS Pos Early,565,2986.0,205.0972,6305,73-22-3,C00078,HMDB00929,
N-butyryl-leucine,313,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63415,LC/MS Neg,100021474,3470.0,200.1292,,,,,
"1,2,3-benzenetriol sulfate (1)",5948,Xenobiotics,Chemical,48761,LC/MS Neg,100006373,1453.0,204.9812,,,,,
levulinate (4-oxovalerate),4620,Xenobiotics,Food Component/Plant,22177,LC/MS Pos Early,100000765,1433.0,99.0441,11579,123-76-2,,HMDB00720,
pregnanediol-3-glucuronide,3193,Lipid,Progestin Steroids,40708,LC/MS Neg,100003470,5145.0,495.2963,123796,1852-49-9,,HMDB10318,
coumaroylquinate (3),4727,Xenobiotics,Food Component/Plant,54928,LC/MS Neg,100010908,2152.0,337.0929,,,,,
glycodeoxycholate 3-sulfate,3447,Lipid,Secondary Bile Acid Metabolism,52975,LC/MS Neg,100006642,4875.0,263.6282,,,,,
2-hydroxystearate,1911,Lipid,"Fatty Acid, Monohydroxy",17945,LC/MS Neg,1239,5695.0,299.2592,69417,629-22-1,C03045,,
mannose,1308,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48153,LC/MS Polar,803,2200.0,225.0616,18950,3458-28-4,C00159,HMDB00169,
1-linoleoyl-GPA (18:2)*,2506,Lipid,Lysophospholipid,52690,LC/MS Neg,100009082,5483.0,433.2361,,,,HMDB07856,
2-acetolactate,4680,Xenobiotics,Food Component/Plant,38645,LC/MS Neg,100002418,1300.0,131.035,22,6034-46-4,C00900,HMDB06833,
1-methylnicotinamide,4216,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,27665,LC/MS Pos Early,55,1940.0,137.0709,457,1005-24-9,C02918,HMDB00699,
docosahexaenoate (DHA; 22:6n3),1514,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525.0,327.233,445580,6217-54-5,C06429,HMDB02183,
stearidonate (18:4n3),1508,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),33969,LC/MS Neg,100001229,5395.0,275.2017,5312508,111174-40-4,C16300,HMDB06547,
guanidinosuccinate,532,Amino Acid,Guanidino and Acetamido Metabolism,32446,LC/MS Pos Early,100001212,1892.0,176.0666,97856,6133-30-8,C03139,HMDB03157,
2-hydroxybehenate,1914,Lipid,"Fatty Acid, Monohydroxy",57663,LC/MS Neg,100015637,6384.0,355.3218,193484,,,,
21-hydroxypregnanolone disulfate,3166,Lipid,Pregnenolone Steroids,48431,LC/MS Neg,100006119,4300.0,246.0749,,,,,
lithocholate,3401,Lipid,Secondary Bile Acid Metabolism,1483,LC/MS Neg,405,5372.0,375.2905,9903,434-13-9,C03990,HMDB00761,
N-carbamoylputrescine,510,Amino Acid,Polyamine Metabolism,63854,LC/MS Pos Early,100021503,2015.0,132.1131,502,,C00436,HMDB33458,
hexadecanedioate (C16),1646,Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615.0,285.2071,10459,505-54-4,C19615,HMDB00672,
alanyl-glutamyl-meso-diaminopimelate,1025,Peptide,Polypeptide,53165,LC/MS Pos Early,100008987,2776.0,391.1823,826,,,,
picolinoylglycine,1783,Lipid,Fatty Acid Metabolism (Acyl Glycine),63057,LC/MS Pos Early,100021198,1945.0,181.0608,11788622,5616-29-5,,HMDB59766,
furaneol sulfate,5015,Xenobiotics,Food Component/Plant,54795,LC/MS Neg,100009328,1900.0,206.9969,,,,,
formononetin,4775,Xenobiotics,Food Component/Plant,35657,LC/MS Neg,100001632,4531.0,267.0663,5280378,485-72-3,C00858,HMDB05808,
p-cresol glucuronide*,219,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420.0,283.0823,154035,17680-99-8,,HMDB11686,
imidazole lactate,80,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040.0,157.0608,793,14403-45-3,C05568,HMDB02320,
N-acetyl-1-methylhistidine*,74,Amino Acid,Histidine Metabolism,43255,LC/MS Pos Early,100004299,2100.0,212.1028,53859791,,,,
palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*,2822,Lipid,Diacylglycerol,54965,LC/MS Pos Late,100010939,2834.0,608.5249,,,,,
palmitoleate (16:1n7),1480,Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475.0,253.2173,445638,373-49-9,C08362,HMDB03229,
N-delta-acetylornithine,476,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Polar,100004523,2719.9,173.0932,9920500,,,,
cystine,430,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",56,LC/MS Pos Early,279,2000.0,241.0311,67678,56-89-3,C00491,HMDB00192,
citrate,1393,Energy,TCA Cycle,1564,LC/MS Neg,1124,582.0,191.0197,311,77-92-9,C00158,HMDB00094,
dihomolinoleate (20:2n6),1521,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730.0,307.2643,6439848,2091-39-6,C16525,HMDB05060,
ponciretin,4888,Xenobiotics,Food Component/Plant,40448,LC/MS Neg,100003286,4365.0,285.0768,5118250,480-43-3,,,
2-hydroxybutyrate/2-hydroxyisobutyrate,550,Amino Acid,Glutathione Metabolism,52281,LC/MS Polar,100008928,1258.0,103.0401,,,,,
4-hydroxyphenylacetate sulfate,226,Amino Acid,Tyrosine Metabolism,53027,LC/MS Neg,100006633,867.0,230.9969,,,,,
6-hydroxynicotinate,4220,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,27680,LC/MS Polar,100000809,2000.0,138.0197,72924,5006-66-6,C01020,HMDB02658,
pheophytin A,4858,Xenobiotics,Food Component/Plant,61857,LC/MS Pos Late,100001827,3176.0,871.5732,,603-17-8,C05797,,
"cis-3,4-methyleneheptanoylglycine",1761,Lipid,Fatty Acid Metabolism (Acyl Glycine),64386,LC/MS Neg,100021992,3731.0,198.1136,,,,,
beta-cryptoxanthin,4331,Cofactors and Vitamins,Vitamin A Metabolism,57591,LC/MS Pos Late,100001977,2560.0,552.4326,6384256,472-70-8,,HMDB33844,
4-acetaminophen sulfate,5185,Xenobiotics,"Drug - Analgesics, Anesthetics",37475,LC/MS Neg,2049,1792.0,230.0129,83939,10066-90-7;32113-41-0,C06804,HMDB59911,
androsterone glucuronide,3250,Lipid,Androgenic Steroids,61846,LC/MS Neg,100002761,4953.0,465.2494,114833,1852-43-3,C11135,HMDB02829,
glycerophosphoinositol*,2169,Lipid,Phospholipid Metabolism,52307,LC/MS Pos Early,100001621,516.0,335.0738,167572,16824-65-0,,,
1-stearoyl-2-oleoyl-GPE (18:0/18:1),2346,Lipid,Phosphatidylethanolamine (PE),42448,LC/MS Pos Late,100001856,2950.0,746.5694,,,,HMDB08993,
2-arachidonoylglycerol (20:4),2787,Lipid,Monoacylglycerol,19266,LC/MS Neg,100000584,6170.0,303.2329,5282280,53847-30-6,C13856,HMDB04666,
cysteinylglycine,544,Amino Acid,Glutathione Metabolism,35637,LC/MS Pos Early,278,2132.0,179.0485,439498,19246-18-5,C01419,HMDB00078,
trans-urocanate,76,Amino Acid,Histidine Metabolism,607,LC/MS Pos Early,537,2285.0,139.0502,736715,104-98-3,C00785,HMDB00301,
caproate (6:0),1440,Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.0765,8892,142-62-1,C01585,HMDB00535,
dehydrolithocholate,3427,Lipid,Secondary Bile Acid Metabolism,31891,LC/MS Neg,100001067,5360.0,373.2748,159623,1553-56-6,,HMDB00502,
chrysoeriol,4713,Xenobiotics,Food Component/Plant,40474,LC/MS Neg,100002959,3870.0,299.0561,5280666,491-71-4,C04293,HMDB30667,
arginine,451,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos Early,231,2825.0,175.11900000000003,232,1119-34-2,C00062,HMDB00517,
2-aminophenol,5102,Xenobiotics,Food Component/Plant,38109,LC/MS Pos Early,100002382,2644.0,110.06,5801,95-55-6,C01987,,
carboxyethyl-GABA,57,Amino Acid,Glutamate Metabolism,40007,LC/MS Pos Early,100003260,2085.0,176.0917,2572,908055,,HMDB02201,
3'-sialyllactose,1272,Carbohydrate,Disaccharides and Oligosaccharides,40424,LC/MS Polar,100003408,3720.0,632.2044,123914,35890-38-1,,HMDB00825,
5alpha-pregnan-diol disulfate,3191,Lipid,Progestin Steroids,46172,LC/MS Neg,100002015,4310.0,239.0853,5127902,,,,
citalopram propionate*,5630,Xenobiotics,Drug - Psychoactive,62479,LC/MS Neg,100020793,4400.0,310.0885,10403174,,C16610,HMDB60463,
4-hydroxyhippurate,4365,Xenobiotics,Benzoate Metabolism,35527,LC/MS Neg,100001423,1475.0,194.0459,151012,2482-25-9,,HMDB13678,
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,2850,Lipid,Diacylglycerol,54952,LC/MS Pos Late,100010933,2268.0,630.5092,9543729,,,,
cytidine,4156,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124.0,244.0928,6175,65-46-3,C00475,HMDB00089,
succinate,1402,Energy,TCA Cycle,1437,LC/MS Polar,252,3149.0,117.0193,1110,110-15-6,C00042,HMDB00254,
metoprolol acid metabolite*,5427,Xenobiotics,Drug - Cardiovascular,34109,LC/MS Pos Early,100001385,2950.0,268.1543,62936,56392-14-4,,,
